Control,Injected
0.4089635721042831,0.4015339655902375
0.39644854059580387,0.42422050175870424
0.4307296574310289,0.4050795244801097
0.403759448530854,0.4115348668990184
0.42652801221804604,0.42453730357671654
0.3929358888968591,0.4251259318135894
0.40010590181633277,0.3913565639614829
0.3989865007161555,0.4011444173098649
0.4050697912551877,0.4101881216168134
0.38661674048614114,0.42010889858284955
0.4131588341776161,0.41045773018018233
0.39887628376570766,0.4258104362892298
0.3843113113701473,0.40043564262540826
0.39697922578408196,0.42695883258192624
0.3677865755191172,0.41746979861052774
0.41935805137428783,0.40934480689323627
0.394067506573758,0.4136051872408546
0.41470890781014264,0.4141876324410198
0.4021800786879679,0.4083540055865241
0.39597719341903104,0.3929995607290366
0.39151800539834236,0.40326036198027965
0.40193000380555094,0.4032424849697378
0.413184301399574,0.4096472621085666
0.4172754930830062,0.40904372966115543
0.41832469018653695,0.39773190168376693
0.40537923492222727,0.4151961379587191
0.41171609780540536,0.40417645060770147
0.3897175179161289,0.40080944627005516
0.40249954635810214,0.3981047439604665
0.40249844079552405,0.42950370849263586
0.39629451014784467,0.4042713803608149
0.3902917403472195,0.4242127470195097
0.4010237520907997,0.38843680089238497
0.3873708800242408,0.4169952597359793
0.40602527016460577,0.40186710788214897
0.39274197031043334,0.4236462845400896
0.390879500368353,0.40629506545600247
0.3946266734716285,0.3962139656567646
0.3622830373402303,0.3826874168456575
0.44221658552390475,0.4180019379713791
0.3887408784958395,
0.40435245050669627,
0.4035801603625902,
0.40270985190492303,
