Control_MAB_siblings,Control_MAB_phenos,Injected_MAB_siblings,Injected_MAB_phenos
0.5277074390259208,0.623946059388024,0.4923178607299917,0.6400523084943995
0.5094554097040106,0.6525404698595864,0.472759425549075,0.6311262310480275
0.512263682875646,0.6485477853684901,0.5184779297871622,0.6283219800445973
0.5212016937193736,0.6490136665966293,0.5192406750498948,0.6597528957234972
0.558907059130433,0.6976699026593525,0.5251268185506693,0.6241479906700865
0.506792320484748,0.6529976537366564,0.5375501406171925,0.6664734025354261
0.5018296684089142,0.7035799591473696,0.5182963014181755,0.6480857355001567
0.5215522199690379,0.7104375987161694,0.5140342343620645,0.5631589352192833
0.5414476032614103,0.6063893888995268,0.5207843303033617,0.6226058053594198
0.5273383707488978,0.632573926233348,0.4981674534673871,0.6480662374394852
0.5232138747438697,0.6672329790093776,0.5049988200619738,0.5881529018322694
0.5262908583886928,0.6622676262547811,0.4559928352501366,0.5950435553846996
0.5566515631939339,0.6731566338538958,0.4978084467311946,0.5946589872265032
0.533129886095276,0.6833724795075253,0.5160857481476858,0.5807111389868433
0.5170893542964768,0.6624251124291671,0.502047054045392,0.6156835683036264
0.5598512339793248,0.6565797963546991,0.5248562756945553,0.6042057856274486
0.5153046552791349,0.6998074847304789,0.5244092158777715,0.5102862540523352
0.4993486831316852,0.6697432953562282,0.509383071453586,0.6502891640630736
0.5111567495121593,0.7013177267898839,0.5032754653743116,0.6302400101417702
0.5263052676508109,0.7306795539178433,0.5280289024325497,0.5211413666584963
0.5309010250927274,0.6456813934650222,0.4836938850175883,0.6170826193104935
0.5256633427664893,0.6423642143691576,0.524279063468144,0.6362963461755966
0.5671286918096798,0.653437568095477,,0.5480399882762944
0.511930812882652,0.6546866909786716,,0.6259822146950789
